row_index,customer_id,name_true,email_true,phone_true_e164,signup_date_true,order_date_true,city_true,district_true,country_true,order_amount_true,customer_age_true
3046,8,Çerçi Sezgin,cerci.sezgin8@example.com,+905824896383,2021-12-13,2026-01-18,Antalya,Kepez,Türkiye,241.14,37
3047,228,Öğr. Selcen Şama Akçay,ogr.selcen.sama.akcay228@example.com,+905622023413,2025-01-05,2026-05-29,Samsun,Atakum,Türkiye,219.78,43
3048,440,Muktedir Ünübol Durdu,muktedir.unubol.durdu440@example.com,+905409836655,2022-02-20,2026-03-14,Trabzon,Ortahisar,Türkiye,371.87,68
3049,131,Minibe Ülker,minibe.ulker131@example.com,+905395962923,2024-10-15,2026-03-13,Bursa,Nilüfer,Türkiye,363.48,69
3050,87,Emal Ülker Şensoy,emal.ulker.sensoy87@example.com,+905168784991,2025-03-24,2025-11-22,Samsun,Atakum,Türkiye,153.29,24
3051,280,Fazul Gül,fazul.gul280@example.com,+905471281442,2022-06-30,2026-04-09,Manisa,Şehzadeler,Türkiye,176.41,35
3052,365,Prof. Nevsale Uğur Zengin Sakarya,prof.nevsale.ugur.zengin.sakarya365@example.com,+905069581467,2025-04-17,2026-06-09,Ankara,Keçiören,Türkiye,298.74,49
3053,406,Hazrat Melihcan Demir Arslan,hazrat.melihcan.demir.arslan406@example.com,+905366684590,2022-10-07,2025-12-24,Samsun,Atakum,Türkiye,349.97,68
3054,491,Dr. Dilcan Ticen Tevetoğlu Duran,dr.dilcan.ticen.tevetoglu.duran491@example.com,+905462961367,2022-03-13,2025-11-21,Antalya,Muratpaşa,Türkiye,110.31,23
3055,388,Öğr. Deryanur Ergül Akdeniz,ogr.deryanur.ergul.akdeniz388@example.com,+905002687681,2022-04-23,2025-05-13,İstanbul,Şişli,Türkiye,341.11,59
3056,223,Okt. Cebesoy Gökay Yılmaz,okt.cebesoy.gokay.yilmaz223@example.com,+905647292931,2021-11-27,2025-09-26,Samsun,Atakum,Türkiye,367.99,35
3057,477,Serda Akçay,serda.akcay477@example.com,+905526771196,2021-11-15,2025-09-02,Antalya,Muratpaşa,Türkiye,152.34,35
3058,455,Gönen Durmuş,gonen.durmus455@example.com,+905451052650,2025-05-19,2026-05-23,Malatya,Yeşilyurt,Türkiye,264.9,45
3059,214,Aygutalp Arslan,aygutalp.arslan214@example.com,+905621372138,2023-09-14,2025-01-27,Kayseri,Kocasinan,Türkiye,337.51,68
3060,199,Av. Tangül Deha Şafak,av.tangul.deha.safak199@example.com,+905099688143,2021-10-02,2026-06-23,Bursa,Nilüfer,Türkiye,395.39,65
3061,451,Şefiye Bilge,sefiye.bilge451@example.com,+905408222694,2025-08-26,2025-11-17,Şanlıurfa,Eyyübiye,Türkiye,380.02,64
3062,311,Zöhrehan Ferhan Erdoğan,zohrehan.ferhan.erdogan311@example.com,+905562656504,2024-01-06,2025-05-07,Diyarbakır,Kayapınar,Türkiye,228.4,40
3063,306,Uz. Cannur Çorlu,uz.cannur.corlu306@example.com,+905569557988,2023-06-15,2025-08-22,Şanlıurfa,Eyyübiye,Türkiye,226.82,47
3064,344,Kerman Ertaş,kerman.ertas344@example.com,+905027206345,2022-09-20,2025-11-09,Ankara,Keçiören,Türkiye,106.94,23
3065,220,Öğr. Doğuhan Korutürk,ogr.doguhan.koruturk220@example.com,+905373334333,2024-07-19,2026-02-03,Mersin,Yenişehir,Türkiye,416.35,71
3066,493,Doç. Beyler Feyruz Şafak,doc.beyler.feyruz.safak493@example.com,+905421214614,2021-12-15,2025-03-31,Denizli,Pamukkale,Türkiye,419.2,46
3067,136,Rayla Zülbiye Karadeniz,rayla.zulbiye.karadeniz136@example.com,+905526965827,2021-08-18,2025-08-18,Gaziantep,Şehitkamil,Türkiye,108.12,22
3068,73,Koçak Akçay,kocak.akcay73@example.com,+905460953962,2022-03-23,2025-07-02,Gaziantep,Şahinbey,Türkiye,306.35,60
3069,488,İzgü Manço,izgu.manco488@example.com,+905511274747,2022-04-21,2025-08-13,Mersin,Toroslar,Türkiye,188.33,26
3070,192,Permun Akça Demirel,permun.akca.demirel192@example.com,+905359893347,2024-12-14,2025-02-10,Konya,Meram,Türkiye,307.12,61
3071,302,Mishat Buyrukhan Sezer Hançer,mishat.buyrukhan.sezer.hancer302@example.com,+905016580464,2022-01-13,2025-11-27,Samsun,Atakum,Türkiye,334.21,57
3072,266,Dr. Selime İnönü Yorulmaz,dr.selime.inonu.yorulmaz266@example.com,+905823578452,2021-08-20,2025-03-10,Adana,Çukurova,Türkiye,376.95,73
3073,39,Dilfeza Arslan,dilfeza.arslan39@example.com,+905324210249,2021-10-01,2025-11-04,Kayseri,Kocasinan,Türkiye,410.44,70
3074,332,Berran İnönü,berran.inonu332@example.com,+905349114152,2025-11-02,2026-02-16,Gaziantep,Şahinbey,Türkiye,308.69,52
3075,463,Tuğtaş Halidun Akgündüz,tugtas.halidun.akgunduz463@example.com,+905534749162,2024-07-14,2025-07-30,Ankara,Yenimahalle,Türkiye,315.31,49
3076,60,Çev. Tüzeer Nurullah Bilir,cev.tuzeer.nurullah.bilir60@example.com,+905560494519,2023-02-07,2026-05-03,Manisa,Şehzadeler,Türkiye,183.34,31
3077,447,Nurbanu Limon Kısakürek Seven,nurbanu.limon.kisakurek.seven447@example.com,+905432983954,2025-03-24,2025-12-08,Erzurum,Yakutiye,Türkiye,386.94,64
3078,185,Öğr. Şahat Adıgün Mansız,ogr.sahat.adigun.mansiz185@example.com,+905562890028,2023-04-26,2026-01-09,Gaziantep,Şehitkamil,Türkiye,437.78,72
3079,195,Özpınar Selâtin Çetin Türk,ozpinar.seltin.cetin.turk195@example.com,+905573993056,2025-04-24,2025-09-24,İstanbul,Kadıköy,Türkiye,215.62,42
3080,337,İlklima Kısakürek,ilklima.kisakurek337@example.com,+905477866032,2024-06-02,2025-06-30,Kayseri,Kocasinan,Türkiye,133.13,26
3081,140,Dr. Gülşeref Umuşan Güçlü Çetin,dr.gulseref.umusan.guclu.cetin140@example.com,+905648149177,2023-01-31,2025-10-31,İstanbul,Üsküdar,Türkiye,203.88,41
3082,483,Eşim Yaman,esim.yaman483@example.com,+905341115950,2024-08-09,2025-12-15,Erzurum,Yakutiye,Türkiye,178.5,36
3083,185,Öğr. Şahat Adıgün Mansız,ogr.sahat.adigun.mansiz185@example.com,+905562890028,2023-04-26,2025-12-27,Gaziantep,Şehitkamil,Türkiye,434.39,72
3084,67,Erdursun Dalkılıç Akar Duran,erdursun.dalkilic.akar.duran67@example.com,+905079359782,2025-08-08,2025-11-07,Eskişehir,Odunpazarı,Türkiye,229.37,46
3085,253,Aydinç Bilgin,aydinc.bilgin253@example.com,+905520566474,2025-02-04,2026-05-01,Bursa,Nilüfer,Türkiye,355.79,67
3086,358,Eyyüp Akdeniz,eyyup.akdeniz358@example.com,+905592661085,2023-05-08,2026-01-29,İzmir,Bornova,Türkiye,320.8,61
3087,311,Zöhrehan Ferhan Erdoğan,zohrehan.ferhan.erdogan311@example.com,+905562656504,2024-01-06,2026-06-12,Diyarbakır,Kayapınar,Türkiye,242.86,40
3088,301,Çetinsu Temizkal Demirel Bilge,cetinsu.temizkal.demirel.bilge301@example.com,+905427990772,2022-01-02,2025-09-03,İstanbul,Şişli,Türkiye,243.74,43
3089,84,Tayaydın Atalay Seven,tayaydin.atalay.seven84@example.com,+905595327877,2024-03-21,2026-03-23,Konya,Meram,Türkiye,243.26,49
3090,470,Kamar Tarhan,kamar.tarhan470@example.com,+905534240891,2021-11-24,2026-06-06,Eskişehir,Odunpazarı,Türkiye,388.07,65
3091,250,Rahiye Kumral Zorlu,rahiye.kumral.zorlu250@example.com,+905325621689,2022-06-10,2025-10-22,İstanbul,Üsküdar,Türkiye,331.61,61
3092,307,Hazine Soylu Çamurcuoğlu,hazine.soylu.camurcuoglu307@example.com,+905243754025,2024-05-09,2026-05-20,Antalya,Kepez,Türkiye,309.31,47
3093,159,Çev. Meşhur Asalet Demirel,cev.meshur.asalet.demirel159@example.com,+905417146774,2025-06-09,2025-06-17,Bursa,Nilüfer,Türkiye,395.33,59
3094,500,Hüsmen Çetin,husmen.cetin500@example.com,+905002589552,2022-09-28,2026-02-17,Denizli,Pamukkale,Türkiye,267.64,45
3095,6,Yağızkurt Şensoy,yagizkurt.sensoy6@example.com,+905480184514,2023-07-06,2026-03-07,Bursa,Nilüfer,Türkiye,187.4,28
3096,188,Nafii Sezer,nafii.sezer188@example.com,+905102726149,2024-11-06,2025-01-30,Diyarbakır,Kayapınar,Türkiye,158.97,30
3097,1,Akar Ziyaettin Aslan Yüksel,akar.ziyaettin.aslan.yuksel1@example.com,+905433218196,2025-10-08,2026-01-11,Bursa,Nilüfer,Türkiye,82.17,19
3098,50,Av. Behiza İnönü Duran,av.behiza.inonu.duran50@example.com,+905367136959,2024-04-16,2025-08-09,Diyarbakır,Kayapınar,Türkiye,302.62,62
3099,49,Atilhan Gül,atilhan.gul49@example.com,+905748217594,2022-05-14,2026-03-28,Malatya,Yeşilyurt,Türkiye,263.97,45
3100,336,Muvaffak Kanak Tarhan Korutürk,muvaffak.kanak.tarhan.koruturk336@example.com,+905489690835,2023-05-10,2026-05-17,Malatya,Yeşilyurt,Türkiye,121.23,27
3101,178,Nurmelek Hayrioğlu,nurmelek.hayrioglu178@example.com,+905326033230,2022-08-23,2025-10-25,Şanlıurfa,Eyyübiye,Türkiye,249.25,50
3102,135,Gökperi Mansız Durdu,gokperi.mansiz.durdu135@example.com,+905404389836,2024-04-16,2026-02-24,Gaziantep,Şehitkamil,Türkiye,316.94,59
3103,192,Permun Akça Demirel,permun.akca.demirel192@example.com,+905359893347,2024-12-14,2025-01-16,Konya,Meram,Türkiye,338.6,61
3104,376,Melihcan Dumanlı,melihcan.dumanli376@example.com,+905490753998,2022-08-11,2026-03-05,Bursa,Osmangazi,Türkiye,218.29,32
3105,405,Günebakan İnönü,gunebakan.inonu405@example.com,+905377805292,2024-03-27,2025-06-11,Denizli,Pamukkale,Türkiye,338.09,65
3106,134,Dalkılıç Seven,dalkilic.seven134@example.com,+905415415206,2022-06-10,2025-07-15,Eskişehir,Odunpazarı,Türkiye,393.99,37
3107,139,Seçgül Dumanlı,secgul.dumanli139@example.com,+905758842524,2021-11-02,2026-01-24,İzmir,Bornova,Türkiye,422.3,74
3108,424,Dr. Oymak Şener,dr.oymak.sener424@example.com,+905746897152,2021-12-09,2026-04-24,Diyarbakır,Kayapınar,Türkiye,259.05,48
3109,238,Teber Bilir,teber.bilir238@example.com,+905585566593,2022-10-16,2025-05-26,Mersin,Yenişehir,Türkiye,276.14,52
3110,167,Çoğay Durdu,cogay.durdu167@example.com,+905357972798,2023-12-27,2025-10-10,Bursa,Nilüfer,Türkiye,207.09,40
3111,418,Yrd. Doç. Rana Rümeysa Arslan,yrd.doc.rana.rumeysa.arslan418@example.com,+905013649718,2022-10-04,2026-03-04,Mersin,Toroslar,Türkiye,122.26,28
3112,490,Alcan Enes Seven Şener,alcan.enes.seven.sener490@example.com,+905168740903,2022-01-09,2025-11-29,Eskişehir,Tepebaşı,Türkiye,424.12,70
3113,336,Muvaffak Kanak Tarhan Korutürk,muvaffak.kanak.tarhan.koruturk336@example.com,+905489690835,2023-05-10,2025-07-03,Malatya,Yeşilyurt,Türkiye,127.63,27
3114,425,Ruhsat Oymak Akar Akçay,ruhsat.oymak.akar.akcay425@example.com,+905085766656,2023-03-16,2026-04-02,Konya,Selçuklu,Türkiye,250.84,37
3115,467,Okt. Havse Selvi Mansız,okt.havse.selvi.mansiz467@example.com,+905409036788,2025-07-12,2026-04-14,Denizli,Pamukkale,Türkiye,170.27,28
3116,429,Cantez Akça,cantez.akca429@example.com,+905436402701,2025-07-22,2026-01-02,Samsun,İlkadım,Türkiye,410.83,67
3117,288,Nüdret Ülker Çetin,nudret.ulker.cetin288@example.com,+905391741011,2022-09-29,2026-02-22,Erzurum,Yakutiye,Türkiye,325.51,64
3118,224,Eskinalp Türk,eskinalp.turk224@example.com,+905061203471,2023-06-05,2025-04-16,Erzurum,Yakutiye,Türkiye,326.98,65
3119,37,Uraltay Gül,uraltay.gul37@example.com,+905824008427,2025-05-16,2026-06-23,Kayseri,Melikgazi,Türkiye,406.66,73
3120,217,Doç. Zümre Münezzer Ergül,doc.zumre.munezzer.ergul217@example.com,+905376904268,2025-05-08,2025-10-06,İzmir,Konak,Türkiye,295.52,53
3121,56,Soykut Durmuş,soykut.durmus56@example.com,+905537735158,2022-05-02,2025-12-29,Samsun,Atakum,Türkiye,195.34,40
3122,80,Sittik Nevsal Zorlu,sittik.nevsal.zorlu80@example.com,+905551884422,2023-12-03,2026-05-21,Diyarbakır,Kayapınar,Türkiye,247.27,50
3123,25,Eflâtun İlgi Türk,efltun.ilgi.turk25@example.com,+905489513433,2025-02-14,2026-04-02,Adana,Seyhan,Türkiye,48.02,19
3124,131,Minibe Ülker,minibe.ulker131@example.com,+905395962923,2024-10-15,2026-03-04,Bursa,Nilüfer,Türkiye,359.9,69
3125,181,Çev. Bidayet Sirap Yıldırım,cev.bidayet.sirap.yildirim181@example.com,+905300119721,2021-07-30,2025-09-03,Şanlıurfa,Eyyübiye,Türkiye,260.69,50
3126,5,Arş. Gör. Sıylıhan Akbaş Durmuş,ars.gor.siylihan.akbas.durmus5@example.com,+905969653287,2025-06-09,2025-09-04,Konya,Meram,Türkiye,352.4,66
3127,38,Us Sadittin İnönü Aslan,us.sadittin.inonu.aslan38@example.com,+905328120679,2023-04-25,2025-03-05,Kayseri,Kocasinan,Türkiye,142.51,36
3128,366,Arş. Gör. Güverçin Şirivan Türk Gül,ars.gor.guvercin.sirivan.turk.gul366@example.com,+905433800545,2022-02-25,2025-02-17,Samsun,Atakum,Türkiye,123.46,28
3129,253,Aydinç Bilgin,aydinc.bilgin253@example.com,+905520566474,2025-02-04,2025-06-07,Bursa,Nilüfer,Türkiye,355.26,67
3130,443,Ürfettin Şabettin Şama Demirel,urfettin.sabettin.sama.demirel443@example.com,+905125904729,2025-03-06,2025-12-13,Şanlıurfa,Eyyübiye,Türkiye,286.8,46
3131,492,Temirhan Zorlu,temirhan.zorlu492@example.com,+905096056730,2024-10-05,2025-07-16,Diyarbakır,Kayapınar,Türkiye,385.94,73
3132,173,Firdevis Karadeniz Ertaş,firdevis.karadeniz.ertas173@example.com,+905513534655,2024-06-27,2025-10-15,Erzurum,Yakutiye,Türkiye,282.14,55
3133,3,Suat Şafak,suat.safak3@example.com,+905534192832,2023-05-11,2026-05-20,Gaziantep,Şehitkamil,Türkiye,226.54,42
3134,12,Canseven Ergül Akdeniz,canseven.ergul.akdeniz12@example.com,+905317810801,2021-09-21,2025-08-18,Mersin,Toroslar,Türkiye,366.13,72
3135,126,Okt. Minibe Seblâ Tevetoğlu,okt.minibe.sebl.tevetoglu126@example.com,+905419182553,2023-05-20,2025-03-07,Konya,Selçuklu,Türkiye,135.61,25
3136,34,Tekbay Aksu,tekbay.aksu34@example.com,+905494808313,2021-11-29,2026-03-19,Mersin,Toroslar,Türkiye,278.74,44
3137,310,Ülfet Ertaş,ulfet.ertas310@example.com,+905509398343,2025-10-27,2026-05-08,Diyarbakır,Kayapınar,Türkiye,147.26,23
3138,168,Sunay Yılmaz Akça,sunay.yilmaz.akca168@example.com,+905406029333,2022-02-24,2026-03-08,Mersin,Yenişehir,Türkiye,198.44,31
3139,331,Dilşat Ertaş,dilsat.ertas331@example.com,+905590561655,2023-08-22,2026-05-24,Antalya,Kepez,Türkiye,196.62,40
3140,165,Zeyno Ertaş,zeyno.ertas165@example.com,+905082148628,2022-10-05,2025-07-19,Kayseri,Kocasinan,Türkiye,109.33,19
3141,74,Burakhan Kasim Yılmaz,burakhan.kasim.yilmaz74@example.com,+905722170430,2024-10-30,2025-07-06,Samsun,İlkadım,Türkiye,390.86,74
3142,467,Okt. Havse Selvi Mansız,okt.havse.selvi.mansiz467@example.com,+905409036788,2025-07-12,2026-06-04,Denizli,Pamukkale,Türkiye,200.12,28
3143,127,Kaşif Seydo Akar Eraslan,kasif.seydo.akar.eraslan127@example.com,+905969691557,2022-06-27,2025-12-07,Şanlıurfa,Eyyübiye,Türkiye,349.1,29
3144,329,Çev. İlmafer Akça,cev.ilmafer.akca329@example.com,+905061675677,2025-09-30,2025-10-01,Antalya,Kepez,Türkiye,101.06,20
3145,380,Nurdeniz Manço,nurdeniz.manco380@example.com,+905519966365,2022-12-01,2025-01-15,Eskişehir,Tepebaşı,Türkiye,166.0,20
3146,62,Öğr. Sonnur Sezgin Seven,ogr.sonnur.sezgin.seven62@example.com,+905599102290,2022-03-03,2026-04-14,İstanbul,Kadıköy,Türkiye,107.93,23
3147,417,Gözel Durdu,gozel.durdu417@example.com,+905552065063,2023-05-18,2026-02-15,Eskişehir,Odunpazarı,Türkiye,161.25,32
3148,449,Bağdat Şama,bagdat.sama449@example.com,+905435989262,2024-03-05,2025-08-05,İzmir,Karşıyaka,Türkiye,401.63,68
3149,420,Av. Nevsale Birsan Şafak Akdeniz,av.nevsale.birsan.safak.akdeniz420@example.com,+905326303975,2025-03-13,2025-04-06,Malatya,Yeşilyurt,Türkiye,174.19,35
3150,119,Korugan Şama,korugan.sama119@example.com,+905472126464,2023-03-27,2025-03-31,Mersin,Toroslar,Türkiye,349.62,68
3151,163,Fayize Demirel Bilir,fayize.demirel.bilir163@example.com,+905646799702,2024-05-27,2025-05-10,İzmir,Konak,Türkiye,213.2,43
3152,84,Tayaydın Atalay Seven,tayaydin.atalay.seven84@example.com,+905595327877,2024-03-21,2025-11-11,Konya,Meram,Türkiye,276.32,49
3153,149,Turabi Sezer,turabi.sezer149@example.com,+905244720999,2024-07-27,2026-05-30,Konya,Meram,Türkiye,350.83,59
3154,463,Tuğtaş Halidun Akgündüz,tugtas.halidun.akgunduz463@example.com,+905534749162,2024-07-14,2025-08-16,Ankara,Yenimahalle,Türkiye,326.96,49
3155,483,Eşim Yaman,esim.yaman483@example.com,+905341115950,2024-08-09,2025-02-27,Erzurum,Yakutiye,Türkiye,204.2,36
3156,393,Mevlüdiye Çamurcuoğlu,mevludiye.camurcuoglu393@example.com,+905361332541,2022-06-09,2025-02-16,Van,İpekyolu,Türkiye,338.37,58
3157,25,Eflâtun İlgi Türk,efltun.ilgi.turk25@example.com,+905489513433,2025-02-14,2026-01-01,Adana,Seyhan,Türkiye,81.36,19
3158,215,Öğr. Uğurtan Erbil Hançer,ogr.ugurtan.erbil.hancer215@example.com,+905384309883,2022-07-02,2026-05-22,Erzurum,Yakutiye,Türkiye,156.46,28
3159,111,Dr. Ağakişi Hükümdar Öcalan,dr.agakisi.hukumdar.ocalan111@example.com,+905016668700,2022-01-03,2025-07-20,İzmir,Karşıyaka,Türkiye,129.93,28
3160,124,Gözem Zengin,gozem.zengin124@example.com,+905051238282,2024-02-04,2025-01-23,Trabzon,Ortahisar,Türkiye,342.64,53
3161,3,Suat Şafak,suat.safak3@example.com,+905534192832,2023-05-11,2025-10-20,Gaziantep,Şehitkamil,Türkiye,181.29,42
3162,290,Onuker Zengin,onuker.zengin290@example.com,+905320309376,2025-08-05,2026-05-11,Şanlıurfa,Eyyübiye,Türkiye,410.93,68
3163,2,Uz. Zamir Açıkel Tarhan,uz.zamir.acikel.tarhan2@example.com,+905161849593,2021-12-31,2025-10-01,Gaziantep,Şahinbey,Türkiye,123.55,22
3164,38,Us Sadittin İnönü Aslan,us.sadittin.inonu.aslan38@example.com,+905328120679,2023-04-25,2026-05-28,Kayseri,Kocasinan,Türkiye,207.28,36
3165,231,Seydo Şener,seydo.sener231@example.com,+905368663266,2024-09-17,2025-12-06,İstanbul,Üsküdar,Türkiye,147.33,34
3166,79,Çakırca Gücal Yorulmaz,cakirca.gucal.yorulmaz79@example.com,+905473947312,2025-07-14,2025-08-29,Bursa,Osmangazi,Türkiye,250.98,46
3167,172,Bayan Oluş Şama Ülker,bayan.olus.sama.ulker172@example.com,+905584282417,2025-03-25,2025-11-28,Gaziantep,Şehitkamil,Türkiye,298.41,65
3168,240,Uz. Savni Arıel Aksu,uz.savni.ariel.aksu240@example.com,+905433504888,2022-10-01,2025-03-27,Kayseri,Melikgazi,Türkiye,271.02,54
3169,62,Öğr. Sonnur Sezgin Seven,ogr.sonnur.sezgin.seven62@example.com,+905599102290,2022-03-03,2025-08-08,İstanbul,Kadıköy,Türkiye,96.54,23
3170,441,Gündüzalp Tevetoğlu,gunduzalp.tevetoglu441@example.com,+905160875243,2023-02-23,2025-09-03,Manisa,Şehzadeler,Türkiye,352.21,61
3171,28,Gülşa Şensoy,gulsa.sensoy28@example.com,+905434558122,2024-08-26,2026-05-08,İzmir,Karşıyaka,Türkiye,264.16,42
3172,186,Enes Yaman,enes.yaman186@example.com,+905753540838,2022-05-05,2025-12-23,Adana,Seyhan,Türkiye,242.75,42
3173,492,Temirhan Zorlu,temirhan.zorlu492@example.com,+905096056730,2024-10-05,2025-01-29,Diyarbakır,Kayapınar,Türkiye,408.42,73
3174,76,Çev. Safinaz Çisem Ülker Demirel,cev.safinaz.cisem.ulker.demirel76@example.com,+905161692845,2025-05-16,2025-12-07,Malatya,Yeşilyurt,Türkiye,99.26,23
3175,450,Sağıt Umman Kısakürek Arslan,sagit.umman.kisakurek.arslan450@example.com,+905102562588,2022-08-13,2025-02-03,İstanbul,Beşiktaş,Türkiye,586.37,74
3176,418,Yrd. Doç. Rana Rümeysa Arslan,yrd.doc.rana.rumeysa.arslan418@example.com,+905013649718,2022-10-04,2025-04-18,Mersin,Toroslar,Türkiye,164.8,28
3177,487,Adlan Eraslan,adlan.eraslan487@example.com,+905024817175,2024-12-30,2025-04-30,Şanlıurfa,Eyyübiye,Türkiye,191.35,36
3178,353,Dr. Gülşa Şahinder Yıldırım Yorulmaz,dr.gulsa.sahinder.yildirim.yorulmaz353@example.com,+905121513422,2021-09-29,2025-04-18,Diyarbakır,Kayapınar,Türkiye,461.97,50
3179,140,Dr. Gülşeref Umuşan Güçlü Çetin,dr.gulseref.umusan.guclu.cetin140@example.com,+905648149177,2023-01-31,2025-07-06,İstanbul,Üsküdar,Türkiye,193.5,41
3180,65,Ulu Tunçboğa Şensoy,ulu.tuncboga.sensoy65@example.com,+905453521818,2023-02-02,2026-01-21,Samsun,İlkadım,Türkiye,223.8,30
3181,415,Benek Permun Bilge Korutürk,benek.permun.bilge.koruturk415@example.com,+905090063353,2024-10-29,2026-03-11,Ankara,Yenimahalle,Türkiye,98.98,23
3182,380,Nurdeniz Manço,nurdeniz.manco380@example.com,+905519966365,2022-12-01,2026-02-16,Eskişehir,Tepebaşı,Türkiye,158.12,20
3183,261,Çev. Rabbiye Alemdar İnönü,cev.rabbiye.alemdar.inonu261@example.com,+905622499982,2023-05-25,2025-03-30,Erzurum,Yakutiye,Türkiye,354.84,65
3184,34,Tekbay Aksu,tekbay.aksu34@example.com,+905494808313,2021-11-29,2026-01-17,Mersin,Toroslar,Türkiye,277.99,44
3185,209,Narhanim Aslan,narhanim.aslan209@example.com,+905024286990,2021-11-30,2025-03-13,Bursa,Osmangazi,Türkiye,381.13,64
3186,412,Abdülahat Oldağ Korutürk Şafak,abdulahat.oldag.koruturk.safak412@example.com,+905754692632,2022-06-26,2025-08-10,İzmir,Bornova,Türkiye,361.91,64
3187,412,Abdülahat Oldağ Korutürk Şafak,abdulahat.oldag.koruturk.safak412@example.com,+905754692632,2022-06-26,2025-12-22,İzmir,Bornova,Türkiye,379.01,64
3188,264,Vacibe Alemdar Yılmaz,vacibe.alemdar.yilmaz264@example.com,+905344144885,2021-08-25,2025-05-14,Konya,Selçuklu,Türkiye,114.07,18
3189,231,Seydo Şener,seydo.sener231@example.com,+905368663266,2024-09-17,2025-12-14,İstanbul,Üsküdar,Türkiye,182.49,34
3190,9,Doç. Maksur Şama,doc.maksur.sama9@example.com,+905051834738,2025-03-17,2025-08-02,Samsun,Atakum,Türkiye,418.78,64
3191,286,Hasgül Akdeniz Öcalan,hasgul.akdeniz.ocalan286@example.com,+905124471746,2022-01-25,2025-06-23,Trabzon,Ortahisar,Türkiye,438.81,75
3192,402,Prof. Tartış Yorulmaz,prof.tartis.yorulmaz402@example.com,+905558777496,2022-05-16,2025-01-31,Manisa,Şehzadeler,Türkiye,447.73,68
3193,236,İncifir Sanavber Hançer,incifir.sanavber.hancer236@example.com,+905351863878,2025-01-31,2026-05-22,Şanlıurfa,Eyyübiye,Türkiye,316.58,57
3194,375,Dr. Dilşat Âlemşah Gül,dr.dilsat.lemsah.gul375@example.com,+905468105485,2025-04-03,2025-12-10,Malatya,Yeşilyurt,Türkiye,286.83,21
3195,272,Ebuakil Karadeniz,ebuakil.karadeniz272@example.com,+905469973354,2022-10-02,2025-07-24,Şanlıurfa,Eyyübiye,Türkiye,398.65,68
3196,206,Nades Yıldırım Soylu,nades.yildirim.soylu206@example.com,+905530385677,2025-09-08,2026-05-01,İzmir,Bornova,Türkiye,173.38,20
3197,336,Muvaffak Kanak Tarhan Korutürk,muvaffak.kanak.tarhan.koruturk336@example.com,+905489690835,2023-05-10,2026-03-23,Malatya,Yeşilyurt,Türkiye,153.43,27
3198,228,Öğr. Selcen Şama Akçay,ogr.selcen.sama.akcay228@example.com,+905622023413,2025-01-05,2025-10-06,Samsun,Atakum,Türkiye,205.04,43
3199,462,Ortak Ömür Duran Karadeniz,ortak.omur.duran.karadeniz462@example.com,+905414545635,2025-09-06,2026-05-14,Denizli,Pamukkale,Türkiye,129.76,29
3200,405,Günebakan İnönü,gunebakan.inonu405@example.com,+905377805292,2024-03-27,2025-07-07,Denizli,Pamukkale,Türkiye,332.62,65
3201,367,Sevican Asu Yorulmaz,sevican.asu.yorulmaz367@example.com,+905745508428,2022-07-24,2025-02-06,Malatya,Yeşilyurt,Türkiye,308.15,60
3202,229,Erginel Nezihi Demir,erginel.nezihi.demir229@example.com,+905317456424,2025-11-21,2026-02-04,İzmir,Bornova,Türkiye,92.83,18
3203,21,Tanbay Şener,tanbay.sener21@example.com,+905429401965,2021-11-11,2025-05-12,İstanbul,Kadıköy,Türkiye,391.93,68
3204,358,Eyyüp Akdeniz,eyyup.akdeniz358@example.com,+905592661085,2023-05-08,2025-11-02,İzmir,Bornova,Türkiye,316.01,61
3205,231,Seydo Şener,seydo.sener231@example.com,+905368663266,2024-09-17,2025-08-10,İstanbul,Üsküdar,Türkiye,158.92,34
3206,67,Erdursun Dalkılıç Akar Duran,erdursun.dalkilic.akar.duran67@example.com,+905079359782,2025-08-08,2026-06-23,Eskişehir,Odunpazarı,Türkiye,230.22,46
3207,88,Sevginur Misra İhsanoğlu,sevginur.misra.ihsanoglu88@example.com,+905595269495,2023-02-08,2026-05-19,Eskişehir,Tepebaşı,Türkiye,446.4,71
3208,106,Uğurkan Akçay,ugurkan.akcay106@example.com,+905587717535,2024-03-12,2025-04-27,Kayseri,Kocasinan,Türkiye,231.87,44
3209,233,Binay Huban Demir,binay.huban.demir233@example.com,+905474350313,2022-05-26,2026-05-29,Diyarbakır,Kayapınar,Türkiye,210.2,45
3210,119,Korugan Şama,korugan.sama119@example.com,+905472126464,2023-03-27,2025-02-10,Mersin,Toroslar,Türkiye,371.46,68
3211,73,Koçak Akçay,kocak.akcay73@example.com,+905460953962,2022-03-23,2025-07-11,Gaziantep,Şahinbey,Türkiye,324.47,60
3212,464,Sücaettin Kısakürek,sucaettin.kisakurek464@example.com,+905108255598,2022-07-23,2026-05-07,Kayseri,Melikgazi,Türkiye,190.71,41
3213,110,Aygönenç Neslinur Bilir Tarhan,aygonenc.neslinur.bilir.tarhan110@example.com,+905546156793,2022-01-15,2025-01-28,Manisa,Şehzadeler,Türkiye,149.43,32
3214,168,Sunay Yılmaz Akça,sunay.yilmaz.akca168@example.com,+905406029333,2022-02-24,2025-01-19,Mersin,Yenişehir,Türkiye,144.41,31
